datetime,frequency_ghz,attenuation_db
2026-01-01T00:00:00Z,60.0,230.54296651501227
2026-01-01T00:00:00Z,61.333333333333336,222.6103876855819
2026-01-01T00:00:00Z,62.666666666666664,179.56619579840685
2026-01-01T00:00:00Z,64.0,70.09902048016596
2026-01-01T00:00:00Z,65.33333333333333,24.89739211941912
2026-01-01T00:00:00Z,66.66666666666667,9.009667263557754
2026-01-01T00:00:00Z,68.0,4.518247750973996
2026-01-01T00:00:00Z,69.33333333333333,2.9482494779517148
2026-01-01T00:00:00Z,70.66666666666667,2.1907065907342225
2026-01-01T00:00:00Z,72.0,1.730730055645166
2026-01-01T00:00:00Z,73.33333333333333,1.4235758556778397
2026-01-01T00:00:00Z,74.66666666666667,1.2070010878703405
2026-01-01T00:00:00Z,76.0,1.0483911831220887
2026-01-01T00:00:00Z,77.33333333333333,0.9289375857277977
2026-01-01T00:00:00Z,78.66666666666666,0.8370596035589031
2026-01-01T00:00:00Z,80.0,0.765267232867698
2026-01-01T00:00:00Z,81.33333333333333,0.7085252988556269
2026-01-01T00:00:00Z,82.66666666666666,0.6633421760225034
2026-01-01T00:00:00Z,84.0,0.6272351798753156
2026-01-01T00:00:00Z,85.33333333333333,0.5984035871814272
2026-01-01T00:00:00Z,86.66666666666666,0.5755217813417797
2026-01-01T00:00:00Z,88.0,0.5576048633843157
2026-01-01T00:00:00Z,89.33333333333333,0.5439196842054997
2026-01-01T00:00:00Z,90.66666666666666,0.5339254637303406
2026-01-01T00:00:00Z,92.0,0.5272345537956302
2026-01-01T00:00:00Z,93.33333333333333,0.5235877436068987
2026-01-01T00:00:00Z,94.66666666666666,0.5228409940922377
2026-01-01T00:00:00Z,96.0,0.5249623059619043
2026-01-01T00:00:00Z,97.33333333333333,0.5300390372062586
2026-01-01T00:00:00Z,98.66666666666666,0.538297800473574
2026-01-01T00:00:00Z,100.0,0.5501416072544735
2026-01-01T00:00:00Z,101.33333333333333,0.5662130328032822
2026-01-01T00:00:00Z,102.66666666666666,0.5874994632307236
2026-01-01T00:00:00Z,104.0,0.61551027439613
2026-01-01T00:00:00Z,105.33333333333333,0.6525833754562244
