sample_id,gas_ppm,pm_ug_m3,elevation_deg,snr_db
0,75.01145599256003,41.68435759403964,67.97176471976519,28.34319504058399
1,107.66565611634906,88.66563893919688,30.217238984620046,23.645495906447145
2,93.08228282942322,169.5885669333956,50.10645137596637,36.347743535915185
3,27.024862798871023,131.19336866829832,53.063453188492716,30.51332689839375
4,36.019954189347054,101.51502163115073,36.44167075865955,26.821487102711316
5,104.82641344755143,93.81943351345727,75.41311361687988,25.62329203983778
6,0.6318365478689669,124.81513145345167,36.588868768048954,43.726993618804165
7,98.54741020593195,112.76400168089695,36.202404759360604,32.04444723362503
8,95.64833145024555,60.536042379825346,60.019507741514715,44.77797416618981
9,56.15219434124649,16.691412984068798,46.703586438163796,28.03080843283631
10,36.363891218317626,36.16596345969983,62.11183319708051,25.390375488247535
11,33.4110734520928,140.88750881712107,24.937040968389173,37.89751627717895
12,30.58435051849495,114.20158914362027,24.625525395467736,42.80320189906317
13,53.40915670591759,143.49196707985104,62.843351559991916,24.095566822089204
14,60.545791074954394,8.00837499716988,40.25526283087094,41.54893478751349
15,66.4196822489391,162.14754647681514,70.71365485619921,34.68549393108965
16,119.46003401212712,68.80529649207365,30.17724711771273,42.60629985300194
17,95.11943030565037,166.71013889020549,30.615545327835726,43.65553042538409
18,74.66150753293952,107.01339005038281,71.1113536935213,30.67065950333062
19,118.67521772182619,98.51630780305703,38.51066964982099,43.5274182764626
20,25.837043788271874,147.25389945826845,22.13734201269931,24.510336820346637
21,19.225444062941346,112.577640528127,29.31950543678114,31.096413395782875
22,73.50475251276369,121.4229276650656,65.02145887801791,31.081409827504757
23,5.273040955366004,28.368260645527176,32.25427062020573,26.128354341658117
24,4.281633452831537,108.80226394218948,51.12591778057661,32.09852544635856
25,61.78665843256444,64.16989957593862,69.24986759890962,38.81651012961353
26,55.94472303903469,13.605792801205364,54.677481305162836,22.709029199653973
27,110.06013278314227,23.9743835034511,63.92487851543941,32.024702155166324
28,75.50715053892125,86.3638558741333,78.50104514307222,33.13790359685173
29,61.69411759194166,47.25085430166846,34.44871961972139,24.91292257003189
30,59.62481224722051,137.7581167497915,71.95376151421142,36.05194595548507
31,29.7017906432797,22.031726935642727,50.819029594054065,26.318858576266166
32,1.4152830651007031,2.4874060171225887,28.091997743349296,34.27147966345283
33,23.088257278237275,179.45633672136722,23.579510003431444,34.29271755450517
34,83.0438545058207,56.33495756242616,36.3131887598305,38.72010492643686
35,24.072806878439422,91.76217069691572,23.947810119006938,43.371344898346095
36,44.3443572722648,37.80848238530137,65.16217519701553,43.15233939859979
37,0.4481090462491144,37.58377674695539,51.23340416463634,32.55241537090593
38,99.60572757620947,72.41462616036158,17.87519652929631,26.569642838546375
39,18.535329727372783,142.16383275005288,72.0893628397258,26.05573701127237
40,32.11191654765425,7.020432174054029,53.740188469494456,39.66278842083071
41,105.63985847769943,150.71470580014378,43.78674839601448,39.00582989252092
42,61.17489718421078,178.24812977928855,24.160972947582607,39.851317399090995
43,101.65802956390432,100.64919925770108,45.540262395806494,40.8370215059341
44,76.76606003310314,64.80202963062143,74.62623142505099,34.12500881522591
45,89.01251368342285,42.10844357639447,52.9873908252484,42.43732837747615
46,10.97947260756548,32.931180852948046,44.84902984547802,36.42899578435784
47,64.93725856517865,58.200430897149026,54.52619151900881,35.7845098642487
48,60.932668356041994,153.29829125628464,50.78642765021814,40.92584469677098
49,104.56072520314568,0.5860199469940786,55.53614683616553,36.30202461269195
50,43.35168708169891,141.4761480794533,27.933208369770202,39.19653997880329
51,71.78208806486556,120.13763892219966,24.663585926417156,43.24628883008197
52,7.110197081460434,3.422886809432464,15.813864495583246,29.885591712564327
53,46.515816133287444,12.518610060905726,69.06957323135046,38.777026414044926
54,38.7643615509848,132.31119873655365,15.210553997967729,27.46256647434968
55,18.023967488454225,121.1707839191066,31.648937585923886,32.16172251977854
56,97.96057245828908,56.42868193995437,53.047008290900706,41.83878175846867
57,45.533540586037496,155.03221262796336,47.4870238235237,44.33933713232453
58,117.4497461293466,37.828274637814545,73.5958331873799,43.6892742731683
59,70.79900316127323,76.84359060689097,28.858316573355758,38.94082622971294
60,72.60675045958216,20.700784149136563,22.409526791361962,41.20935963214151
61,76.55958969459986,116.22499147416005,25.4270294684587,42.11281710926466
62,81.1740292575346,15.664229734892869,47.359554627185304,35.247951537749
63,18.094562300204245,32.30675471838941,33.930213185390464,26.08793401165197
64,52.837616062582505,137.9430496162726,44.600768911620825,20.442990563698924
65,28.7476754195428,90.0429672795908,59.71140768621024,39.02871612598679
66,48.29979577247779,119.13617208586808,35.88965465059835,39.00746551414692
67,11.604491271809474,132.11157342782943,58.23409489426744,38.275810584249484
68,116.13936612585857,109.17916137807005,16.27699789427395,34.50222556207877
69,25.800484482705603,35.596774682125535,50.501380245983384,36.44736098245157
70,80.61181951335419,125.72906189413729,73.97614125917518,37.96069672056048
71,36.05040977748843,20.8688142926602,75.720276821347,33.29138749694978
72,104.88924313794054,48.56621629430752,52.1662973310765,36.464051506922274
73,79.46576860061445,80.66467413871784,78.9006732493855,25.607686723031144
74,15.793897896996686,20.599383116098323,30.300699052670517,33.35406774700444
75,101.40891850494636,19.07831704498245,34.34497230487387,35.71583810239882
76,113.39378053739755,117.40860078123266,44.126120075872066,34.21723705578289
77,108.47001458351122,133.55234846439674,48.078886090745804,26.42948657249682
78,68.36629774311326,66.72435304225958,68.26556171451804,23.16876744667119
79,17.45519445131123,70.17379542159064,44.08034980010265,36.362308034612745
80,23.095619396199886,37.368180193945086,18.123347087604117,22.814315223206158
81,111.34868216934292,93.89300462149876,60.491908405587544,39.85602570127354
82,66.27917852007165,104.46633025665818,29.473445530721236,24.551863159174463
83,21.666299813869397,168.04917227875484,72.35060399275244,39.29907546517183
84,106.0868273035764,7.304408598197245,28.779456186657853,28.89199696777816
85,76.9886046266977,163.570498754053,34.22308197113226,42.533047317264405
86,68.36331293685696,178.31658071326262,23.920017879633807,25.640723396564425
87,45.15454033559041,62.3311223975571,34.66697989821593,23.94039792059361
88,49.31463385885558,130.64543052554575,54.062107830761725,36.8775333089654
89,28.738705521821384,148.47203653214729,32.375203328179396,39.34132274338499
90,4.566874402948691,117.20277549387438,18.149728716979038,28.737066147091216
91,105.14625697311251,52.002826482262954,53.11132698605365,31.799882091900308
92,56.12762601769153,112.12318893468503,62.7703818534247,36.5451797757503
93,65.71622390564823,157.84358220997942,22.079925994424386,27.379882180044163
94,38.65959717362701,19.2685469505766,42.575875534138426,29.72510254262221
95,90.15899038259134,86.39519178576096,19.437315242676327,34.15208813357271
96,3.0236244962112435,4.07617312193695,16.100548412466715,27.57244490151693
97,44.66223270782447,152.0928328895666,39.3449695503939,23.649485788036923
98,3.6420353260933958,140.12821372208413,33.62424661685393,42.71510921218186
99,14.747052264601122,8.28607383231189,71.89302424329288,23.065882973817295
100,116.05778824768413,134.24603403854678,15.878132166739594,44.67274079864228
101,78.93128760462173,124.4802692375377,57.01779233247769,41.112952386068486
102,51.38642956673776,22.725228281962167,62.68669454766446,31.172752404209014
103,62.848812949257635,94.53031474659916,42.10535397835268,41.51703613998414
104,104.73710502777293,124.08476463454623,47.54879854076285,21.6071816185769
105,41.30528003952315,60.387385869398436,31.06256485710354,34.06407066241647
106,70.83491787476576,90.70169379427033,31.40510637672853,28.839096961626872
107,82.04212480074524,175.6678056236203,18.444863567257205,27.51900615056603
108,42.64965324282145,114.42273228040564,73.87165151859895,42.37023105954145
109,62.291818379518816,90.3587975094832,16.86376744726497,20.95593718545047
110,91.82968599342271,11.879539470951215,23.91214663464297,41.551034733745496
111,109.10151767886602,21.810859047979648,62.07735735042846,21.9677843216967
112,18.12747336921786,153.13861098502838,44.74337080759915,36.93597157416559
113,112.01032707689143,133.6677452512612,48.27942617222484,27.140939271446193
