sample,reference,frequency_ghz,attenuation_db,path_length_m,mass_concentration_ug_m3,scope
corrected_mean_calcite-1.txt,before_geometric_mean,300.001189614028,0.045443924374722014,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-1.txt,before_geometric_mean,325.0012887485303,0.004222780426071524,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-1.txt,before_geometric_mean,350.0013878830327,0.0025112694524119395,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-1.txt,before_geometric_mean,375.00148701753506,0.02267562644321927,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-1.txt,after_geometric_mean,300.001189614028,-0.04455966692263732,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-1.txt,after_geometric_mean,325.0012887485303,-0.014359826993495181,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-1.txt,after_geometric_mean,350.0013878830327,0.02142865007685555,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-1.txt,after_geometric_mean,375.00148701753506,0.033494020134326966,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-2.txt,before_geometric_mean,300.001189614028,0.06328899916577177,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-2.txt,before_geometric_mean,325.0012887485303,-0.019804602055306444,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-2.txt,before_geometric_mean,350.0013878830327,-0.03334123421272189,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-2.txt,before_geometric_mean,375.00148701753506,0.0222493537641925,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-2.txt,after_geometric_mean,300.001189614028,-0.026714592131585044,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-2.txt,after_geometric_mean,325.0012887485303,-0.038387209474873896,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-2.txt,after_geometric_mean,350.0013878830327,-0.014423853588278367,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-2.txt,after_geometric_mean,375.00148701753506,0.03306774745530066,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-3.txt,before_geometric_mean,300.001189614028,0.07693900211707833,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-3.txt,before_geometric_mean,325.0012887485303,-0.024501344498861433,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-3.txt,before_geometric_mean,350.0013878830327,-0.04802331377957513,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-3.txt,before_geometric_mean,375.00148701753506,-0.011292709474260233,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-3.txt,after_geometric_mean,300.001189614028,-0.01306458918027886,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-3.txt,after_geometric_mean,325.0012887485303,-0.04308395191842971,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-3.txt,after_geometric_mean,350.0013878830327,-0.02910593315513214,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-3.txt,after_geometric_mean,375.00148701753506,-0.00047431578315179884,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-4.txt,before_geometric_mean,300.001189614028,0.073531928336107,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-4.txt,before_geometric_mean,325.0012887485303,-0.02395353743060075,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-4.txt,before_geometric_mean,350.0013878830327,-0.04597488236957921,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-4.txt,before_geometric_mean,375.00148701753506,-0.028770033145854218,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-4.txt,after_geometric_mean,300.001189614028,-0.016471662961251188,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-4.txt,after_geometric_mean,325.0012887485303,-0.04253614485016795,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-4.txt,after_geometric_mean,350.0013878830327,-0.027057501745136506,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-4.txt,after_geometric_mean,375.00148701753506,-0.01795163945474618,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-5.txt,before_geometric_mean,300.001189614028,0.1013595554277529,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-5.txt,before_geometric_mean,325.0012887485303,0.008323668075001454,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-5.txt,before_geometric_mean,350.0013878830327,-0.02325035659718663,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-5.txt,before_geometric_mean,375.00148701753506,-0.01306655049433432,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-5.txt,after_geometric_mean,300.001189614028,0.011355964130394887,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-5.txt,after_geometric_mean,325.0012887485303,-0.010258939344566658,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-5.txt,after_geometric_mean,350.0013878830327,-0.004332975972743006,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-5.txt,after_geometric_mean,375.00148701753506,-0.002248156803226176,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-6.txt,before_geometric_mean,300.001189614028,0.1003259849329332,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-6.txt,before_geometric_mean,325.0012887485303,0.013530126867427049,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-6.txt,before_geometric_mean,350.0013878830327,-0.016276299499480968,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-6.txt,before_geometric_mean,375.00148701753506,-0.02476446999599143,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-6.txt,after_geometric_mean,300.001189614028,0.010322393635575687,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-6.txt,after_geometric_mean,325.0012887485303,-0.005052480552139031,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-6.txt,after_geometric_mean,350.0013878830327,0.002641081124963072,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-6.txt,after_geometric_mean,375.00148701753506,-0.013946076304883934,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-7.txt,before_geometric_mean,300.001189614028,0.07290232342476492,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-7.txt,before_geometric_mean,325.0012887485303,-0.002318696168895725,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-7.txt,before_geometric_mean,350.0013878830327,-0.03822097867180459,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-7.txt,before_geometric_mean,375.00148701753506,-0.03131025705868892,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-7.txt,after_geometric_mean,300.001189614028,-0.017101267872593057,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-7.txt,after_geometric_mean,325.0012887485303,-0.020901303588462938,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-7.txt,after_geometric_mean,350.0013878830327,-0.01930359804736201,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-7.txt,after_geometric_mean,375.00148701753506,-0.020491863367581242,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-8.txt,before_geometric_mean,300.001189614028,0.09049852407211512,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-8.txt,before_geometric_mean,325.0012887485303,0.012830654344266522,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-8.txt,before_geometric_mean,350.0013878830327,-0.026147731146782933,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-8.txt,before_geometric_mean,375.00148701753506,-0.025009605544301646,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-8.txt,after_geometric_mean,300.001189614028,0.0004949327747561758,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-8.txt,after_geometric_mean,325.0012887485303,-0.005751953075300577,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-8.txt,after_geometric_mean,350.0013878830327,-0.007230350522339017,1.0,,Measured cell transmission; mass labels unavailable
corrected_mean_calcite-8.txt,after_geometric_mean,375.00148701753506,-0.01419121185319313,1.0,,Measured cell transmission; mass labels unavailable
